"pid","address","value","buildings","year","land","living","good","style","model","grade","beds","baths","heatfuel","heattype","ac","nghd"
788,"99 GIRARD AV",135030,1,1928,0.14,1744,68,"Colonial","Single Family","Above Average",3,2,"Gas/Oil","Hot Water","Central","	 0101"
789,"105 GIRARD AV",99330,1,1953,0.21,1148,55,"Ranch","Single Family","Average",2,1,"Oil/Gas","Hot Water","Central","	 0101"
792,"125 GIRARD AV",88410,1,1956,0.16,832,63,"Ranch","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
793,"133 GIRARD AV",109830,1,1956,0.29,1177,68,"Ranch","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
798,"78 LEY ST",149660,1,1949,0.24,1764,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
802,"64 LEY ST",114240,1,1952,0.15,1008,78,"Ranch","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0101"
803,"54 LEY ST",121030,1,1962,0.14,1230,68,"Ranch","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 0101"
814,"461 TOWNSEND AV",101360,1,1950,0.17,1080,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0101"
819,"23 ALFRED ST",122570,1,1920,0.12,1704,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","Steam","None","	 0101"
823,"47 ALFRED ST",111160,1,1955,0.13,1198,63,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 0101"
825,"44 NELSON ST",102760,1,1930,0.11,1025,65,"Cape Cod","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
829,"20 NELSON ST",133910,1,1920,0.13,1427,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
833,"247 CONCORD ST",122920,1,1920,0.13,1340,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
834,"253 CONCORD ST",92890,1,1920,0.14,1036,68,"Bungalow","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
838,"33 MYRON ST",140350,1,1940,0.24,1044,78,"Cape Cod","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0101"
839,"37 MYRON ST",153790,1,1940,0.23,1436,78,"Cape Cod","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
842,"53 MYRON ST",140700,1,1930,0.24,1358,78,"Cape Cod","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
843,"57 MYRON ST",142800,1,1920,0.24,1380,78,"Cape Cod","Single Family","Above Average",4,2,"Gas/Oil","Steam","None","	 0101"
848,"270 CONCORD ST",143360,1,1920,0.11,1563,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
854,"52 FLORENCE AV",130900,1,1900,0.2,1440,68,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
858,"2 DORCHESTER TER",122570,1,1900,0.09,1445,68,"Cape Cod","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0101"
862,"18 FLORENCE AV",106120,1,1920,0.05,1014,78,"Colonial","Single Family","Above Average",2,1,"Oil/Gas","Hot Water","None","	 0101"
863,"255 TOWNSEND AV",261590,1,1803,0.17,1719,95,"Cape Cod","Single Family","Good",3,2,"Oil/Gas","Hot Water","None","	 0101"
864,"261 TOWNSEND AV",199430,1,1948,0.1,1696,78,"Colonial","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","None","	 0101"
868,"291 TOWNSEND AV",361830,1,1940,0.39,3718,90,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","None","	 0101"
872,"305 TOWNSEND AV",183260,1,1840,0.11,1620,68,"Contemporary","Single Family","Above Average",2,2,"Gas/Oil","Hot Water","None","	 0101"
874,"91 MYRON ST",114870,1,1930,0.14,1080,78,"Cape Cod","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
875,"95 MYRON ST",125370,1,1956,0.13,1314,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
878,"105 MYRON ST",169960,1,1986,0.12,2160,82,"Colonial","Single Family","Above Average",4,2,"Gas/Oil","Hot Water","Central","	 0101"
879,"115 MYRON ST",132790,1,1927,0.25,1636,75,"Cape Cod","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0101"
880,"131 MYRON ST",103180,1,1920,0.25,1320,63,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
887,"263 CONCORD ST",125510,1,1920,0.14,1872,68,"Bungalow","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0101"
896,"20 IRA ST",149240,1,1960,0.22,1176,78,"Ranch","Single Family","Above Average",2,1,"Gas/Oil","Hot Water","None","	 0101"
897,"12 IRA ST",94850,1,1955,0.13,800,68,"Ranch","Single Family","Average",2,2,"Oil/Gas","Hot Water","None","	 0101"
906,"357 TOWNSEND AV",126630,1,1898,0.15,1284,78,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Hot Water","None","	 0101"
907,"361 TOWNSEND AV",117110,1,1961,0.13,1114,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
910,"39 BURR ST",111580,1,1920,0.14,1140,68,"Cape Cod","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","None","	 0101"
921,"64 MYRON ST",146650,1,1950,0.32,1568,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","Hot Water","Heat Pump","	 0101"
926,"1C IRA ST",162890,1,1988,0.23,1716,82,"Contemporary","Single Family","Ave/Good",3,2,"Gas/Oil","FA/HW/ST","Central","	 0101"
927,"3 IRA ST",141750,1,1955,0.48,1380,68,"Ranch","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 0101"
931,"21 IRA ST",139440,1,1940,0.21,1406,78,"Bungalow","Single Family","Above Average",3,2,"Oil/Gas","Hot Water","None","	 0101"
937,"35 ELMER ST",139510,1,1950,0.27,1296,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
946,"100 MYRON ST",138740,1,1940,0.14,1373,78,"Cape Cod","Single Family","Above Average",3,2,"Gas/Oil","Hot Water","Heat Pump","	 0101"
947,"96 MYRON ST",130200,1,1935,0.14,1530,78,"Cape Cod","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0101"
950,"307 CONCORD ST",115710,1,1900,0.15,1296,68,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 0101"
960,"41 PARKER PL",133910,1,1910,0.1,1190,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
966,"46 BEECHER PL",153930,1,1927,0.1,1404,78,"Colonial","Single Family","Above Average",3,3,"Oil/Gas","FA/HW/ST","None","	 0101"
967,"42 BEECHER PL",169470,1,1910,0.1,1642,95,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
971,"18 BEECHER PL",124810,1,1900,0.18,1307,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
976,"71 PARKER PL",120890,1,1920,0.15,1523,68,"Bungalow","Single Family","Above Average",3,1,"Gas/Oil","Hot Water","None","	 0101"
983,"28 ARDEN ST",106890,1,1930,0.13,1074,65,"Bungalow","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0101"
984,"24 ARDEN ST",132860,1,1928,0.12,1601,78,"Bungalow","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0101"
985,"20 ARDEN ST",113190,1,1928,0.16,1259,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
988,"173 CONCORD ST",133630,1,1930,0.09,1752,68,"Colonial","Single Family","Above Average",4,2,"Gas/Oil","Steam","None","	 0101"
989,"189 CONCORD ST",131040,1,1940,0.09,1561,68,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
992,"19 FLORENCE AV",105070,1,1909,0.07,1204,68,"Colonial","Single Family","Average",4,1,"Gas/Oil","FA/HW/ST","None","	 0101"
993,"25 FLORENCE AV",152390,1,1917,0.2,1344,90,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","Hot Water","None","	 0101"
995,"37 FLORENCE AV",137340,1,1870,0.15,1796,68,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0101"
999,"28 MANSION ST",187180,1,1900,0.24,2170,78,"Colonial","Single Family","Ave/Good",4,2,"Gas/Oil","FA/HW/ST","None","	 0101"
1001,"18 MANSION ST",142590,1,1870,0.1,1346,78,"Cape Cod","Single Family","Ave/Good",3,1,"Oil/Gas","Forced Hot Air","None","	 0101"
1007,"24 PARKER PL",139090,1,1870,0.31,1458,68,"Cape Cod","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1010,"207 TOWNSEND AV",247800,1,1947,0.18,2072,78,"Cape Cod","Single Family","Ave/Good",3,1,"Gas/Oil","Hot Water","Central","	 0101"
1011,"211 TOWNSEND AV",324240,1,1900,0.15,2295,93,"Colonial","Single Family","Very Good",4,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1017,"235 TOWNSEND AV",259350,1,1920,0.23,1816,92,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","Hot Water","None","	 0101"
1026,"236 CONCORD ST",143290,1,1956,0.18,1080,78,"Ranch","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1027,"230 CONCORD ST",127820,1,1920,0.09,1258,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1030,"210 CONCORD ST",139230,1,1960,0.22,1482,68,"Ranch","Single Family","Above Average",2,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
1040,"15 NELSON ST",139370,1,1920,0.12,1538,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1046,"100 PARKER PL",137060,1,1910,0.11,1483,75,"Cape Cod","Single Family","Above Average",4,1,"Gas/Oil","FA/HW/ST","None","	 0101"
1047,"94 PARKER PL",139230,1,1930,0.13,1682,68,"Cape Cod","Single Family","Above Average",4,2,"Oil/Gas","Hot Water","None","	 0101"
1050,"74 PARKER PL",128520,1,1915,0.13,1564,68,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 0101"
1051,"72 PARKER PL",109690,1,1930,0.12,1040,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1066,"110 TOWNSEND AV",293160,1,1870,0.08,2617,68,"Colonial","Single Family","Very Good",4,2,"Gas/Oil","Hot Water","Partial","	 0101"
1067,"100 TOWNSEND AV",373730,1,1917,0.1,2800,93,"Colonial","Single Family","Very Good",4,3,"Gas/Oil","FA/HW/ST","Central","	 0101"
1071,"88 TOWNSEND AV",261240,1,1908,0.13,1588,78,"Colonial","Single Family","Very Good",2,1,"Oil/Gas","Hot Water","Central","	 0101"
1083,"1274 DEAN ST",128030,1,1935,0.15,1482,73,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Hot Water","None","	 0101"
1084,"1264 DEAN ST",154700,1,1987,0.15,1394,83,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1085,"1254 DEAN ST",136640,1,1963,0.15,1304,68,"Ranch","Single Family","Above Average",2,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1088,"1224 DEAN ST",123340,1,1939,0.15,1297,68,"Cape Cod","Single Family","Average",5,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1089,"50 MORRIS CSWY",101430,1,1959,0.19,960,66,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1093,"7 CONCORD ST",129290,1,1980,0.23,1136,87,"Ranch","Single Family","Average",3,1,"Oil/Gas","Forced Hot Air","Central","	 0101"
1102,"61 CONCORD ST",111370,1,1957,0.17,1196,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1103,"67 CONCORD ST",114240,1,1956,0.17,1196,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1105,"77 CONCORD ST",139370,1,1948,0.16,1688,78,"Cape Cod","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1109,"97 CONCORD ST",114030,1,1953,0.17,1386,68,"Cape Cod","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1113,"111 CONCORD ST",113120,1,1925,0.15,1261,68,"Colonial","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1114,"121 CONCORD ST",127470,1,1924,0.15,1340,78,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Steam","None","	 0101"
1115,"127 CONCORD ST",114100,1,1900,0.1,1470,68,"Colonial","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1118,"80 CONCORD ST",126490,1,1915,0.11,1260,78,"Cape Cod","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 0101"
1119,"78 CONCORD ST",116620,1,1900,0.53,1222,68,"Cape Cod","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1122,"88 CONCORD ST",177240,1,2012,0.11,1680,93,"Raised Ranch","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 0101"
1123,"87 TOWNSEND AV",152740,1,1920,0.13,2101,68,"Colonial","Single Family","Above Average",4,2,"Gas/Oil","Hot Water","None","	 0101"
1129,"117 TOWNSEND AV",114660,1,1935,0.1,1219,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1134,"33 SHOREHAM RD",140910,1,1973,0.11,1372,83,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1138,"146 CONCORD ST",127680,1,1923,0.17,1342,78,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
1139,"140 CONCORD ST",120890,1,1917,0.17,1472,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1142,"36 SHOREHAM RD",125020,1,1915,0.11,1060,78,"Bungalow","Single Family","Above Average",2,1,"Gas/Oil","Hot Water","None","	 0101"
1143,"32 SHOREHAM RD",112840,1,1920,0.11,1007,68,"Bungalow","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1144,"28 SHOREHAM RD",148750,1,1920,0.11,1561,78,"Bungalow","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1148,"139 TOWNSEND AV",134680,1,1920,0.14,1355,68,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1152,"155 TOWNSEND AV",231490,1,1900,0.31,2295,68,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","FA/HW/ST","None","	 0101"
1154,"171 TOWNSEND AV",249410,1,1919,0.29,2075,68,"Cape Cod","Single Family","Good",3,2,"Oil/Gas","Hot Water","None","	 0101"
1158,"39 BEECHER PL",122780,1,1918,0.11,956,78,"Cape Cod","Single Family","Above Average",2,1,"Gas/Oil","Hot Water","None","	 0101"
1162,"35 EDEN ST",115990,1,1960,0.16,1144,63,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1168,"141 CONCORD ST",116340,1,1968,0.09,888,90,"Ranch","Single Family","Average",2,1,"Oil/Gas","Electr Basebrd","None","	 0101"
1175,"25 EDEN ST",103390,1,1960,0.12,1120,65,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1178,"1490 DEAN ST",110670,1,1940,0.16,1377,63,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1179,"34 EDEN ST",102060,1,1960,0.16,1116,63,"Ranch","Single Family","Average",3,2,"Oil/Gas","Forced Hot Air","None","	 0101"
1181,"20 EDEN ST",155750,1,1964,0.21,1176,78,"Raised Ranch","Single Family","Above Average",4,2,"Gas/Oil","Hot Water","Central","	 0101"
1187,"15 ARDEN ST",120610,1,1900,0.19,1444,68,"Bungalow","Single Family","Average",2,1,"Oil/Gas","Steam","None","	 0101"
1196,"74 TOWNSEND AV",373380,1,1983,0.18,3120,87,"Contemporary","Single Family","Very Good",5,3,"Oil/Gas","FA/HW/ST","Central","	 0101"
1197,"70 TOWNSEND AV",347620,1,1930,0.15,2716,78,"Colonial","Single Family","Very Good",3,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
1206,"82 MORRIS COVE RD",258650,1,1875,0.19,1672,78,"Colonial","Single Family","Good",2,1,"Gas/Oil","Steam","None","	 0101"
1207,"76 MORRIS COVE RD",267680,1,1905,0.3,1739,78,"Colonial","Single Family","Good",2,1,"Gas/Oil","Hot Water","None","	 0101"
1216,"20 TOWNSEND AV",129500,1,1950,0.12,1393,78,"Cape Cod","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1220,"12 TOWNSEND AV",126280,1,1929,0.13,1708,78,"Bungalow","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1230,"471 LIGHTHOUSE RD",146930,1,1915,0.21,1702,78,"Colonial","Single Family","Above Average",4,1,"Gas/Oil","FA/HW/ST","None","	 0101"
1231,"475 LIGHTHOUSE RD",148680,1,1910,0.15,1997,68,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1246,"490 LIGHTHOUSE RD",121660,1,1948,0.12,1486,68,"Colonial","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1250,"47 MORRIS COVE RD",127400,1,1947,0.12,1267,68,"Cape Cod","Single Family","Average",3,2,"Oil/Gas","Hot Water","None","	 0101"
1251,"53 MORRIS COVE RD",136010,1,1948,0.13,1267,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1261,"54 CONCORD ST",128660,1,1934,0.09,1536,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","Central","	 0101"
1266,"30 CONCORD ST",160020,1,1910,0.08,1828,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 0101"
1277,"53 TOWNSEND AV",145810,1,1920,0.17,1518,68,"Cape Cod","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1282,"75 TOWNSEND AV",126840,1,1949,0.14,1350,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1284,"1 DOUGLASS AV",146860,1,1980,0.08,2128,75,"Contemporary","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","Central","	 0101"
1288,"55 CLIFFORD TER",133070,1,1963,0.24,1222,68,"Ranch","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1289,"59 CLIFFORD TER",134260,1,1964,0.28,1248,68,"Ranch","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1294,"104 MEADOW VIEW ST",109970,1,1963,0.16,1080,68,"Raised Ranch","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1298,"50 SHEPARD AV",161350,1,1992,0.13,1344,84,"Ranch","Single Family","Above Average",2,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1302,"334 MARION ST",125300,1,1948,0.13,1479,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1303,"328 MARION ST",125790,1,1925,0.13,1474,68,"Cape Cod","Single Family","Above Average",4,2,"Oil/Gas","Hot Water","None","	 0101"
1304,"324 MARION ST",120330,1,1953,0.13,1277,68,"Cape Cod","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1312,"280 MARION ST",124950,1,1961,0.13,1248,68,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1318,"62 CLIFFORD TER",143430,1,1973,0.17,1468,72,"Raised Ranch","Single Family","Above Average",4,2,"Oil/Gas","Hot Water","None","	 0101"
1319,"60 CLIFFORD TER",132160,1,1973,0.17,1326,72,"Ranch","Single Family","Above Average",4,1,"Oil/Gas","Hot Water","Central","	 0101"
1322,"147 OCEAN VIEW ST",120750,1,1966,0.14,1283,66,"Ranch","Single Family","Above Average",2,1,"Gas/Oil","Forced Hot Air","Central","	 0101"
1323,"157 OCEAN VIEW ST",111580,1,1930,0.14,1065,68,"Bungalow","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1324,"161 OCEAN VIEW ST",115500,1,1958,0.12,1044,68,"Ranch","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1328,"361 LIGHTHOUSE RD",105420,1,1910,0.13,1476,55,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1332,"18 ANTHONY DR",114450,1,1960,0.17,1224,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1334,"6 ANTHONY DR",137270,1,1960,0.27,1012,78,"Split-Level","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1338,"15 ANTHONY DR",161140,1,1960,0.21,1557,68,"Split-Level","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0101"
1339,"21 ANTHONY DR",160930,1,1960,0.2,1652,78,"Split-Level","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 0101"
1342,"387 LIGHTHOUSE RD",150780,1,1930,0.26,1756,78,"Cape Cod","Single Family","Above Average",3,2,"Gas/Oil","Hot Water","None","	 0101"
1343,"397 LIGHTHOUSE RD",122080,1,1897,0.27,1248,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 0101"
1345,"411 LIGHTHOUSE RD",126630,1,1957,0.1,1768,68,"Colonial","Single Family","Average",2,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1354,"184 SOUTH END RD",133770,1,1958,0.24,1248,68,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1358,"144 SOUTH END RD",92890,1,1935,0.27,800,63,"Bungalow","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 0101"
1359,"180 MEADOW VIEW ST",102060,1,1964,0.1,851,63,"Raised Ranch","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 0101"
1362,"158 MEADOW VIEW ST",185220,1,1969,0.2,2176,78,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","Forced Hot Air","None","	 0101"
1363,"168 MEADOW VIEW ST",117250,1,1967,0.17,1160,68,"Raised Ranch","Single Family","Average",3,1,"Electric","Hot Water","Central","	 0101"
1365,"279 MARION ST",112700,1,1965,0.22,1313,68,"Cape Cod","Single Family","Average",3,2,"Electric","Electr Basebrd","None","	 0101"
1369,"309 MARION ST #1/2",146720,1,1979,0.13,1332,76,"Raised Ranch","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1373,"323 MARION ST",112280,1,1960,0.13,1208,68,"Ranch","Single Family","Average",3,1,"Gas/Oil","Hot Water","None","	 0101"
1374,"329 MARION ST",147280,1,1998,0.13,1240,86,"Raised Ranch","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","None","	 0101"
1375,"337 MARION ST",125510,1,1930,0.16,1718,68,"Cape Cod","Single Family","Average",4,1,"Oil/Gas","Hot Water","None","	 0101"
1378,"425 LIGHTHOUSE RD",173180,1,1950,0.23,2012,78,"Colonial","Single Family","Above Average",4,2,"Gas/Oil","FA/HW/ST","Central","	 0101"
1380,"149 COVE ST",198380,1,1920,0.23,1438,90,"Colonial","Single Family","Above Average",4,2,"Gas/Oil","Hot Water","None","	 0101"
1381,"190 OCEAN VIEW ST",145740,1,1930,0.18,1564,78,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0101"
1386,"115 COVE ST",144340,1,1930,0.1,1287,68,"Cape Cod","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0101"
1390,"141 COVE ST",200830,1,1923,0.11,2142,90,"Colonial","Single Family","Above Average",2,1,"Oil/Gas","Hot Water","None","	 0101"
1396,"178 COVE ST",273420,1,1993,0.08,1590,93,"Colonial","Single Family","Very Good",2,1,"Gas/Oil","FA/HW/ST","Central","	 0101"
1406,"132 COVE ST",159180,1,1920,0.14,540,78,"Cottage","Single Family","Above Average",0,0,"None","None","None","	 0101"
1410,"114 COVE ST",918890,1,2006,0.34,7824,94,"Colonial","Single Family","Excellent",4,5,"Gas/Oil","FA/HW/ST","Central","	 0101"
